Year,FacilityID,FacilityOwner,FacilityName,Type,SubType,SourceName,SourceType,Sub-Basin,8DigitHUC,County,TotalIntake(MG),month,monthlyWaterUse,Date,monthlyWaterUseMG,NewWaterType,NewSubType
2015,0705-0001,"True Textiles, Inc.","True Elkin, Inc.",Industrial,Textile manufacturing,Big Elkin Creek,Stream,Yadkin River (18-1),3040101,Surry,30.706,1,2.47,1/1/2015,2.47,Surface Water,Textile Manufacturing
2015,0426-0001,"Tyson Foods, Inc",River Valley Animal Foods,Industrial,Animal processing,Wells 1 and 2,Well,South Yadkin River (18-2),3040102,Iredell,37.96,1,2.914,1/1/2015,2.914,Groundwater,Food
2015,0837-0001,"Tyton NC Biofuels, LLC","Tyton NC Biofuels, LLC",Industrial,Chemical/Pharmaceutical manufacturing/processing,Wells,Well,Lumber River (09-1),3050101,Hoke,18.614,1,0,1/1/2015,0,Groundwater,Chemical
2015,0713-0001,"Valley Proteins, Inc.","Carolina By- Products, Gastonia Division",Industrial,Animal processing,Crowders Creek,Stream,Catawba River (03-1),3050101,Gaston,93.9,1,8.1,1/1/2015,8.1,Surface Water,Food
2015,0601-0001,"Zink Imaging, Inc.","Zink Imaging, Inc.",Industrial,Chemical/Pharmaceutical manufacturing/processing,Wells 1 and 2,Well,Haw River (02-1),3030002,Guilford,13.811,1,1.085,1/1/2015,1.085,Groundwater,Chemical
2016,0292-0001,"Alamac American Knits, LLC",Alamac American Knits,Industrial,Textile manufacturing,"Wells 1,2,3 and 4",Well,Lumber River (09-1),3040203,Robeson,165.28,1,12.4,1/1/2016,12.4,Groundwater,Textile Manufacturing
2016,0423-0001,Allen Canning Company,Allen Canning Company #7,Industrial,Aquaculture,East and West wells,Well,South River (02-4),3030006,Sampson,0,1,0,1/1/2016,0,Groundwater,Animal Production and Aquaculture
2016,0004-0001,"American & Efird, Inc.",Plant 15,Industrial,Textile manufacturing,Catawba River,River,Catawba River (03-1),3050101,Gaston,213.305,1,17.12,1/1/2016,17.12,Surface Water,Textile Manufacturing
2016,0385-0001,Arauco Panels USA LLC,Moncure Division,Industrial,Wood/Paper products,Haw River,River,Haw River (02-1),3030002,Chatham,42.654,1,3.875,1/1/2016,3.875,Surface Water,Wood & Paper Products
2016,0009-0001,Archer Daniels Midland Company,Southport Plant 789,Industrial,Chemical/Pharmaceutical manufacturing/processing,Construction well,Well,Cape Fear River (02-3),3030005,Brunswick,7.56,1,0,1/1/2016,0,Groundwater,Chemical
2016,0249-0001,Baxter Healthcare Corporation,Baxter North Cove Facility,Industrial,Chemical/Pharmaceutical manufacturing/processing,Wells,Well,Catawba River (03-1),3050101,McDowell,509.52,1,38.502,1/1/2016,38.502,Groundwater,Chemical
2016,0350-0001,"Blue Ridge Paper Products, Inc.",Canton Mill,Industrial,Wood/Paper products,Pigeon River,River,Pigeon River (05-3),6010106,Haywood,12238.699,1,1100.655,1/1/2016,1100.655,Surface Water,Wood & Paper Products
2016,0786-0001,Blue Ridge Tissue Corp,Blue Ridge Tissue Corp - Patterson Mill,Industrial,Wood/Paper products,Intake Pump and Fire Pump,River,Yadkin River (18-1),3040101,Caldwell,78.935,1,7.068,1/1/2016,7.068,Surface Water,Wood & Paper Products
2016,0095-0001,"Cascades Holdings US, Inc.",West Point Home Filter/Waste Treatment,Industrial,Textile manufacturing,Pump no. 2,River,Lumber River (09-1),3040203,Scotland,2.107,1,0,1/1/2016,0,Surface Water,Textile Manufacturing
2016,0819-0001,CertainTeed Gypsum NC,CertainTeed Gypsum Roxboro Plant,Industrial,Chemical/Pharmaceutical manufacturing/processing,Hyco Lake,Lake,Roanoke River (14-1),3010104,Person,88.759,1,5.084,1/1/2016,5.084,Surface Water,Chemical
2016,0353-0001,Clariant Corporation,Mt. Holly Plant,Industrial,Chemical/Pharmaceutical manufacturing/processing,Catawba River,River,Catawba River (03-1),3050101,Mecklenburg,139.08,1,16.244,1/1/2016,16.244,Surface Water,Chemical
2016,0045-0001,Coats American,Sevier Finishing Plant,Industrial,Textile manufacturing,Armstrong Creek,Stream,Catawba River (03-1),3050101,McDowell,183,1,15.5,1/1/2016,15.5,Surface Water,Textile Manufacturing
2016,0382-0001,"Copland Industries, Inc","Copland Industries, Inc",Industrial,Textile manufacturing,Stony Creek,Reservoir,Haw River (02-1),3030002,Alamance,31.013,1,0.782,1/1/2016,0.782,Surface Water,Textile Manufacturing
2016,0779-0001,Corning Incorporated,Corning - Wilmington Plant,Industrial,Metal/Plastic/Fiberglass manufacturing,Wells,Well,Cape Fear River (02-3),3030007,New Hanover,90.39,1,6.51,1/1/2016,6.51,Groundwater,Metal/Plastic/Fiberglass
2016,0841-0001,Durafiber Technologies,Durafiber Technologies - Salisbury,Industrial,Textile manufacturing,Second Creek,Stream,South Yadkin River (18-2),3040102,Rowan,211.038,1,14.88,1/1/2016,14.88,Surface Water,Textile Manufacturing
2016,0141-0001,Elementis Chromium L.P.,Elementis Chromium Castle Hayne Plant,Industrial,Metal/Plastic/Fiberglass manufacturing,Intake Canal and Wells,River and Well,Northeast Cape Fear River (02-5),3030007,New Hanover,354.34,1,28.985,1/1/2016,28.985,Mix,Metal/Plastic/Fiberglass
2016,0818-0001,Elkay Manufacturing,Elkay Plumbing Products Company,Industrial,Metal/Plastic/Fiberglass manufacturing,"Pumps 1,2,3,4 and 5",Well,Lumber River (09-1),3040203,Robeson,60.291,1,4.48,1/1/2016,4.48,Groundwater,Metal/Plastic/Fiberglass
2016,0296-0001,General Electric Company,GE Wilmington,Industrial,Chemical/Pharmaceutical manufacturing/processing,Wells,Well,Cape Fear River (02-3),3030007,New Hanover,149.407,1,9.889,1/1/2016,9.889,Groundwater,Chemical
2016,0834-0001,Georgia Pacific,Buckeye Lumberton,Industrial,Wood/Paper products,Well no. 2,Well,Lumber River (09-1),3040203,Robeson,7.819,1,0.031,1/1/2016,0.031,Groundwater,Wood & Paper Products
2016,0066-0001,International Paper,Riegelwood Mill,Industrial,Wood/Paper products,Lower Cape Fear River,River,Cape Fear River (02-3),3030005,Columbus,12137.9,1,719.2,1/1/2016,719.2,Surface Water,Wood & Paper Products
2016,0854-0001,International Textile Group,Cone Denim LLC-White Oak Plant,Industrial,Textile manufacturing,Buffalo Lake,Reservoir,Haw River (02-1),3030002,Guilford,133.74,1,13.64,1/1/2016,13.64,Surface Water,Textile Manufacturing
2016,0358-0002,Invista Sarl,"Invista, Sarl",Industrial,Textile manufacturing,Wells,Well,Cape Fear River (02-3),3030007,New Hanover,300.749,1,16.616,1/1/2016,16.616,Groundwater,Textile Manufacturing
2016,0670-0001,Jackson Paper Manufacturing Company,Jackson Paper Manufacturing Company,Industrial,Wood/Paper products,Scotts Creek,Stream,Tuskasegee River (07-2),6010203,Jackson,45.651,1,3.6,1/1/2016,3.6,Surface Water,Wood & Paper Products
2016,0037-0001,Kapston Kraft Paper Corp.,Roanoke Rapids Mill,Industrial,Wood/Paper products,Roanoke River,River,Roanoke River (14-1),3010107,Halifax,6452.67,1,555.52,1/1/2016,555.52,Surface Water,Wood & Paper Products
2016,0001-0001,Lousiana Pacific Corporation,Lousiana Pacific Corporation,Industrial,Wood/Paper products,Yadkin River,River,Yadkin River (18-1),3040101,Wilkes,830.06,1,79.05,1/1/2016,79.05,Surface Water,Wood & Paper Products
2016,0720-0001,Nucor Corporation,Nucor Steel,Industrial,Metal/Plastic/Fiberglass manufacturing,"Wells, Fire Pump, and Chowan River Basin","Well, Pond, and River",Chowan River (04-1),3010203,Hertford,303.197,1,16.461,1/1/2016,16.461,Mix,Metal/Plastic/Fiberglass
2016,0142-0001,Occidental Chemical Corp.,Castle Hayne Plant,Industrial,Chemical/Pharmaceutical manufacturing/processing,Wells,Well,Northeast Cape Fear River (02-5),3030007,New Hanover,2.083,1,0.744,1/1/2016,0.744,Groundwater,Chemical
2016,0230-0002,"Perdue Farms, Inc.",Cofield Facility,Industrial,Animal processing,Wells,Well,Chowan River (04-1),3010203,Hertford,188.967,1,21.111,1/1/2016,21.111,Groundwater,Food
2016,0230-0001,"Perdue Farms, Inc.",Lewiston,Industrial,Animal processing,Wells,Well,Roanoke River (14-1),3010107,Bertie,785.931,1,66.371,1/1/2016,66.371,Groundwater,Food
2016,0383-0001,Performance Fibers Inc.,Performance Fibers - New Hill Facility,Industrial,Textile manufacturing,Haw River,River,Haw River (02-1),3030002,Chatham,3.168,1,0.864,1/1/2016,0.864,Surface Water,Textile Manufacturing
2016,0285-0007,Pilgrim's Pride,Pilgrim's Pride Water Treatment Plant,Industrial,Animal processing,Deep River,River,Deep River (02-2),3030003,Lee,188.25,1,12.155,1/1/2016,12.155,Surface Water,Food
2016,0248-0001,Siemens Westinghouse Power Corporation,Charlotte Turbine Generator Service Center,Industrial,Metal/Plastic/Fiberglass manufacturing,Lake Wylie,Lake,Catawba River (03-1),3050101,Mecklenburg,2365.2,1,200.88,1/1/2016,200.88,Surface Water,Metal/Plastic/Fiberglass
2016,0429-0003,Smithfield Foods,Clinton Plant,Industrial,Animal processing,Smithfield Clinton Wells 1 and 2,Well,South River (02-4),3030006,Sampson,441.205,1,35.65,1/1/2016,35.65,Groundwater,Food
2016,0429-0002,Smithfield Foods,Smithfield Packing - Tar Heel Division,Industrial,Animal processing,Wells,Well,Lumber River (09-1),3040203,Bladen,245.915,1,21.216,1/1/2016,21.216,Groundwater,Food
2016,0338-0001,Teledyne Allvac,Monroe Plant,Industrial,Metal/Plastic/Fiberglass manufacturing,Lower Pond,Pond,Rocky River (18-4),3040105,Union,732,1,62,1/1/2016,62,Surface Water,Metal/Plastic/Fiberglass
2016,0843-0001,"The Chemours Company FC, LLC",Chemours Company <U+0096> Fayetteville Works,Industrial,Chemical/Pharmaceutical manufacturing/processing,Cape Fear River,River,Cape Fear River (02-3),3030005,Bladen,5165.63,1,262.012,1/1/2016,262.012,Surface Water,Chemical
2016,0705-0001,"True Textiles, Inc.","True Elkin, Inc.",Industrial,Textile manufacturing,Big Elkin Creek,Stream,Yadkin River (18-1),3040101,Surry,29.609,1,2.448,1/1/2016,2.448,Surface Water,Textile Manufacturing
2016,0426-0001,"Tyson Foods, Inc",River Valley Animal Foods,Industrial,Animal processing,Wells 1 and 2,Well,South Yadkin River (18-2),3040102,Iredell,43.422,1,3.689,1/1/2016,3.689,Groundwater,Food
2016,0837-0001,"Tyton NC Biofuels, LLC","Tyton NC Biofuels, LLC",Industrial,Chemical/Pharmaceutical manufacturing/processing,Wells,Well,Lumber River (09-1),3050101,Hoke,20,1,0,1/1/2016,0,Groundwater,Chemical
2016,0713-0001,"Valley Proteins, Inc.","Carolina By- Products, Gastonia Division",Industrial,Animal processing,Crowders Creek,Stream,Catawba River (03-1),3050101,Gaston,94.2,1,7.8,1/1/2016,7.8,Surface Water,Food
2016,0601-0001,Zink Holdings LLC,Zink Holdings LLC,Industrial,Chemical/Pharmaceutical manufacturing/processing,Well no. 2,Well,Haw River (02-1),3030002,Guilford,20.834,1,1.24,1/1/2016,1.24,Groundwater,Chemical
2008,0292-0001,"Alamac American Knits, LLC",Alamac American Knits,Industrial,Textile manufacturing,"Wells 1,2,4 and 5",Well,Lumber River (09-1),3040203,Robeson,169.75,2,15.95,2/1/2008,15.95,Groundwater,Textile Manufacturing
2008,0423-0001,Allen Canning Company,Allen Canning Company #7,Industrial,Aquaculture,East and West wells,Well,South River (02-4),3030006,Sampson,171.04,2,11.7,2/1/2008,11.7,Groundwater,Animal Production and Aquaculture
2008,0004-0001,"American & Efird, Inc.",Plant 15,Industrial,Textile manufacturing,Catawba River,River,Catawba River (03-1),3050101,Gaston,173.399,2,18.538,2/1/2008,18.538,Surface Water,Textile Manufacturing
2008,0385-0001,Arauco Panels USA LLC,Moncure Division,Industrial,Wood/Paper products,Haw River,River,Haw River (02-1),3030002,Chatham,176.86,2,7.98,2/1/2008,7.98,Surface Water,Wood & Paper Products
2008,0009-0001,Archer Daniels Midland Company,Southport Plant 789,Industrial,Chemical/Pharmaceutical manufacturing/processing,Construction well,Well,Cape Fear River (02-3),3030005,Brunswick,58.56,2,4.64,2/1/2008,4.64,Groundwater,Chemical
2008,0432-0001,"Avoca, Inc.",Avoca Farms,Industrial,Chemical/Pharmaceutical manufacturing/processing,Wells 1 and 2,Well,Chowan River (04-1),3010203,Bertie,17.912,2,0.783,2/1/2008,0.783,Groundwater,Chemical
2008,0249-0001,Baxter Healthcare Corporation,Baxter North Cove Facility,Industrial,Chemical/Pharmaceutical manufacturing/processing,"Wells 1,3,5 and 9",Well,Catawba River (03-1),3050101,McDowell,428.275,2,37.7,2/1/2008,37.7,Groundwater,Chemical
2008,0350-0001,"Blue Ridge Paper Products, Inc.",Canton Mill,Industrial,Wood/Paper products,Pigeon River,River,Pigeon River (05-3),6010106,Haywood,9787,2,870,2/1/2008,870,Surface Water,Wood & Paper Products
2008,0786-0001,Blue Ridge Tissue Corp,Blue Ridge Tissue Corp - Patterson Mill,Industrial,Wood/Paper products,In-take Pump and Fire Pump,River,Yadkin River (18-1),3040101,Caldwell,44.943,2,4.147,2/1/2008,4.147,Surface Water,Wood & Paper Products
2008,0095-0001,"Cascades Holdings US, Inc.",West Point Home Filter/Waste Treatment,Industrial,Textile manufacturing,"Pumps 1,2 and 3",River,Lumber River (09-1),3040203,Scotland,146.661,2,13.311,2/1/2008,13.311,Surface Water,Textile Manufacturing
2008,0353-0001,Clariant Corporation,Mt. Holly Plant,Industrial,Chemical/Pharmaceutical manufacturing/processing,"21 Deep Wells, 115 Shallow Wells, and Catawba River",River and Well,Catawba River (03-1),3050101,Mecklenburg,124.84,2,10.73,2/1/2008,10.73,Mix,Chemical
2008,0359-0001,"CNA Holdings, Inc.","CNA Holdings, Inc.-TICONA",Industrial,Metal/Plastic/Fiberglass manufacturing,Buffalo Creek,River,Broad River (01-1),3050105,Cleveland,177.976,2,16.849,2/1/2008,16.849,Surface Water,Metal/Plastic/Fiberglass
2008,0045-0001,Coats American,Sevier Finishing Plant,Industrial,Textile manufacturing,Armstrong Creek,Stream,Catawba River (03-1),3050101,McDowell,297.614,2,24.041,2/1/2008,24.041,Surface Water,Textile Manufacturing
2008,0382-0001,"Copland Industries, Inc","Copland Industries, Inc",Industrial,Textile manufacturing,Stoney Creek,Reservoir,Haw River (02-1),3030002,Alamance,50.13,2,3.99,2/1/2008,3.99,Surface Water,Textile Manufacturing
2008,0434-0001,"Dak Monomers, LLC",DAK Americas - Cape Fear Site,Industrial,Chemical/Pharmaceutical manufacturing/processing,Cape Fear River,River,Cape Fear River (02-3),3030005,Brunswick,2044.86,2,189.66,2/1/2008,189.66,Surface Water,Chemical
2008,0055-0001,"Delta Apparel, Inc.","Delta Apparel, Inc.",Industrial,Textile manufacturing,Catawba River,River,South Fork Catawba River (03-2),3030004,Catawba,391.842,2,34.481,2/1/2008,34.481,Surface Water,Textile Manufacturing
2008,0059-0003,Dupont,Dupont Company - Fayetteville,Industrial,Chemical/Pharmaceutical manufacturing/processing,Cape Fear River and DERC Clubhouse,River and Well,Cape Fear River (02-3),3030005,Bladen,5118.775,2,363.892,2/1/2008,363.892,Mix,Chemical
2008,0141-0001,Elementis Chromium L.P.,Elementis Chromium Castle Hayne Plant,Industrial,Metal/Plastic/Fiberglass manufacturing,"PW-7,8,9 and Intake Canal",River and Well,Northeast Cape Fear River (02-5),3030007,New Hanover,442.672,2,35.351,2/1/2008,35.351,Mix,Metal/Plastic/Fiberglass
2008,0296-0001,General Electric Company,GE Wilmington,Industrial,Chemical/Pharmaceutical manufacturing/processing,19 Wells,Well,Cape Fear River (02-3),3030007,New Hanover,203.26,2,16.82,2/1/2008,16.82,Groundwater,Chemical
2008,0066-0001,International Paper,Riegelwood Mill,Industrial,Wood/Paper products,Lower Cape Fear River,River,Cape Fear River (02-3),3030005,Columbus,13548.1,2,1081.7,2/1/2008,1081.7,Surface Water,Wood & Paper Products
2008,0358-0002,Invista Sarl,"Invista, Sarl",Industrial,Textile manufacturing,Wells and River,Well and River,Cape Fear River (02-3),3030007,New Hanover,1630.8,2,139.2,2/1/2008,139.2,Mix,Textile Manufacturing
2008,0670-0001,Jackson Paper Manufacturing Company,Jackson Paper Manufacturing Company,Industrial,Wood/Paper products,Scotts Creek,Stream,Tuskasegee River (07-2),6010203,Jackson,45.594,2,3.565,2/1/2008,3.565,Surface Water,Wood & Paper Products
2008,0037-0001,Kapston Kraft Paper Corp.,Roanoke Rapids Mill,Industrial,Wood/Paper products,Roanoke River,River,Roanoke River (14-1),3010107,Halifax,7228.03,2,419.34,2/1/2008,419.34,Surface Water,Wood & Paper Products
2008,0060-0001,"Kordsa, Inc.","Kordsa, Inc.",Industrial,Textile manufacturing,Kordsa Well,Well,Big Shoe Heel Creek (09-2),3040204,Scotland,0.889,2,0.058,2/1/2008,0.058,Groundwater,Textile Manufacturing
2008,0001-0001,Lousiana Pacific Corporation,Lousiana Pacific Corporation,Industrial,Wood/Paper products,Yadkin River and 2 Wells,River and Well,Yadkin River (18-1),3040101,Wilkes,465.016,2,37.642,2/1/2008,37.642,Mix,Wood & Paper Products
2008,0720-0001,Nucor Corporation,Nucor Steel,Industrial,Metal/Plastic/Fiberglass manufacturing,Fire Pump and 9 Wells,Well and Pond,Chowan River (04-1),3010203,Hertford,317.231,2,24.534,2/1/2008,24.534,Surface Water,Metal/Plastic/Fiberglass
2008,0142-0001,Occidental Chemical Corp.,Castle Hayne Plant,Industrial,Chemical/Pharmaceutical manufacturing/processing,26 Wells,Well,Northeast Cape Fear River (02-5),3030007,New Hanover,32.275,2,2.639,2/1/2008,2.639,Groundwater,Chemical
2008,0230-0002,"Perdue Farms, Inc.",Cofield Facility,Industrial,Animal processing,3 Wells,Well,Chowan River (04-1),3010203,Hertford,486.96,2,37.41,2/1/2008,37.41,Groundwater,Food
2008,0383-0001,Performance Fibers Inc.,Performance Fibers - New Hill Facility,Industrial,Textile manufacturing,Haw River,River,Haw River (02-1),3030002,Chatham,83.89,2,6.09,2/1/2008,6.09,Surface Water,Textile Manufacturing
2008,0383-0002,Performance Fibers Inc.,Performance Fibers - Salisbury Facility,Industrial,Textile manufacturing,Second Creek,Stream,South Yadkin River (18-2),3040102,Rowan,271.561,2,17.304,2/1/2008,17.304,Surface Water,Textile Manufacturing
2008,0285-0007,Pilgrim's Pride,Pilgrim's Pride Water Treatment Plant,Industrial,Animal processing,Deep River,River,Deep River (02-2),3030003,Lee,343.264,2,27.825,2/1/2008,27.825,Surface Water,Food
2008,0146-0001,RENOVA Partners,Davidson River Village,Industrial,Wood/Paper products,No Source Listed,No Source Listed,French Broad River (05-2),6010105,Transylvania,17.602,2,2.256,2/1/2008,2.256,No Source Listed,Wood & Paper Products
2008,0248-0001,Siemens Westinghouse Power Corporation,Charlotte Turbine Generator Service Center,Industrial,Metal/Plastic/Fiberglass manufacturing,Lake Wylie,Lake,Catawba River (03-1),3050101,Mecklenburg,10.202,2,0.7,2/1/2008,0.7,Surface Water,Metal/Plastic/Fiberglass
2008,0429-0003,Smithfield Foods,Clinton Plant,Industrial,Animal processing,Smithfield Clinton Wells 1 and 2,Well,South River (02-4),3030006,Sampson,388.015,2,32.364,2/1/2008,32.364,Groundwater,Food
2008,0429-0002,Smithfield Foods,Smithfield Packing - Tar Heel Division,Industrial,Animal processing,9 Wells,Well,Lumber River (09-1),3040203,Bladen,514.213,2,45.878,2/1/2008,45.878,Groundwater,Food
2008,0705-0001,"True Textiles, Inc.","True Elkin, Inc.",Industrial,Textile manufacturing,Big Elkin Creek and Yadkin River,Stream and River,Yadkin River (18-1),3040101,Surry,241.386,2,19.021,2/1/2008,19.021,Surface Water,Textile Manufacturing
2008,0426-0001,"Tyson Foods, Inc",River Valley Animal Foods,Industrial,Animal processing,6 Wells,Well,South Yadkin River (18-2),3040102,Iredell,54.347,2,3.219,2/1/2008,3.219,Groundwater,Food
2008,0713-0001,"Valley Proteins, Inc.","Carolina By- Products, Gastonia Division",Industrial,Animal processing,Crowders Creek and Well,Stream and Well,Catawba River (03-1),3050101,Gaston,94.2,2,7.5,2/1/2008,7.5,Surface Water,Food
2008,0205-0003,Weyerhaeuser Company,Weyerhaeuser Company,Industrial,Wood/Paper products,4 Wells and a River,River and Well,Neuse River (10-1),3030003,Craven,5622.17,2,467.19,2/1/2008,467.19,Mix,Wood & Paper Products
2008,0601-0001,"Zink Imaging, Inc.","Zink Imaging, Inc.",Industrial,Chemical/Pharmaceutical manufacturing/processing,2 Wells,Well,Haw River (02-1),3030002,Guilford,34.878,2,3.132,2/1/2008,3.132,Groundwater,Chemical
2009,0292-0001,"Alamac American Knits, LLC",Alamac American Knits,Industrial,Textile manufacturing,"Wells 1,2,4 and 5",Well,Lumber River (09-1),3040203,Robeson,165.79,2,12.32,2/1/2009,12.32,Groundwater,Textile Manufacturing
2009,0423-0001,Allen Canning Company,Allen Canning Company #7,Industrial,Aquaculture,East and West wells,Well,South River (02-4),3030006,Sampson,148.71,2,5.25,2/1/2009,5.25,Groundwater,Animal Production and Aquaculture
2009,0004-0001,"American & Efird, Inc.",Plant 15,Industrial,Textile manufacturing,Catawba River,River,Catawba River (03-1),3050101,Gaston,246.603,2,13.357,2/1/2009,13.357,Surface Water,Textile Manufacturing
2009,0385-0001,Arauco Panels USA LLC,Moncure Division,Industrial,Wood/Paper products,Haw River,River,Haw River (02-1),3030002,Chatham,16.273,2,1.596,2/1/2009,1.596,Surface Water,Wood & Paper Products
2009,0009-0001,Archer Daniels Midland Company,Southport Plant 789,Industrial,Chemical/Pharmaceutical manufacturing/processing,Construction well,Well,Cape Fear River (02-3),3030005,Brunswick,16.02,2,5.04,2/1/2009,5.04,Groundwater,Chemical
2009,0432-0001,"Avoca, Inc.",Avoca Farms,Industrial,Chemical/Pharmaceutical manufacturing/processing,Wells 1 and 2,Well,Chowan River (04-1),3010203,Bertie,38.217,2,1.82,2/1/2009,1.82,Groundwater,Chemical
2009,0249-0001,Baxter Healthcare Corporation,Baxter North Cove Facility,Industrial,Chemical/Pharmaceutical manufacturing/processing,"Wells 1,3,5 and 9",Well,Catawba River (03-1),3050101,McDowell,415.69,2,32.48,2/1/2009,32.48,Groundwater,Chemical
2009,0350-0001,"Blue Ridge Paper Products, Inc.",Canton Mill,Industrial,Wood/Paper products,Pigeon River,River,Pigeon River (05-3),6010106,Haywood,10414.86,2,787.36,2/1/2009,787.36,Surface Water,Wood & Paper Products
2009,0786-0001,Blue Ridge Tissue Corp,Blue Ridge Tissue Corp - Patterson Mill,Industrial,Wood/Paper products,In-take Pump and Fire Pump,River,Yadkin River (18-1),3040101,Caldwell,38.353,2,3.976,2/1/2009,3.976,Surface Water,Wood & Paper Products
2009,0095-0001,"Cascades Holdings US, Inc.",West Point Home Filter/Waste Treatment,Industrial,Textile manufacturing,"Pumps 1,2 and 3",River,Lumber River (09-1),3040203,Scotland,143.319,2,8.456,2/1/2009,8.456,Surface Water,Textile Manufacturing
2009,0353-0001,Clariant Corporation,Mt. Holly Plant,Industrial,Chemical/Pharmaceutical manufacturing/processing,"21 Deep Wells, 115 Shallow Wells, and Catawba River",River and Well,Catawba River (03-1),3050101,Mecklenburg,28.59,2,3.8,2/1/2009,3.8,Mix,Chemical
2009,0359-0001,"CNA Holdings, Inc.","CNA Holdings, Inc.-TICONA",Industrial,Metal/Plastic/Fiberglass manufacturing,Buffalo Creek,Stream,Broad River (01-1),3050105,Cleveland,152.714,2,11.284,2/1/2009,11.284,Surface Water,Metal/Plastic/Fiberglass
2009,0045-0001,Coats American,Sevier Finishing Plant,Industrial,Textile manufacturing,Armstrong Creek,Stream,Catawba River (03-1),3050101,McDowell,327.9,2,22.4,2/1/2009,22.4,Surface Water,Textile Manufacturing
2009,0382-0001,"Copland Industries, Inc","Copland Industries, Inc",Industrial,Textile manufacturing,Stoney Creek,Reservoir,Haw River (02-1),3030002,Alamance,31.9,2,1.98,2/1/2009,1.98,Surface Water,Textile Manufacturing
2009,0779-0001,Corning Incorporated,Corning - Wilmington Plant,Industrial,Metal/Plastic/Fiberglass manufacturing,"Wells 1,2,3,4 and 5",Well,Cape Fear River (02-3),3030007,New Hanover,111.14,2,7,2/1/2009,7,Groundwater,Metal/Plastic/Fiberglass
2009,0434-0001,"Dak Monomers, LLC",DAK Americas - Cape Fear Site,Industrial,Chemical/Pharmaceutical manufacturing/processing,Cape Fear River,River,Cape Fear River (02-3),3030005,Brunswick,1863.018,2,156.072,2/1/2009,156.072,Surface Water,Chemical
2009,0055-0001,"Delta Apparel, Inc.","Delta Apparel, Inc.",Industrial,Textile manufacturing,Catawba River,River,South Fork Catawba River (03-2),3030004,Catawba,292.191,2,20.58,2/1/2009,20.58,Surface Water,Textile Manufacturing
2009,0059-0003,Dupont,Dupont Company - Fayetteville,Industrial,Chemical/Pharmaceutical manufacturing/processing,Cape Fear River and DERC Clubhouse,River and Well,Cape Fear River (02-3),3030005,Bladen,3738.118,2,212.016,2/1/2009,212.016,Mix,Chemical
2009,0141-0001,Elementis Chromium L.P.,Elementis Chromium Castle Hayne Plant,Industrial,Metal/Plastic/Fiberglass manufacturing,"PW-7,8,9 and Intake Canal",River and Well,Northeast Cape Fear River (02-5),3030007,New Hanover,402.564,2,29.82,2/1/2009,29.82,Mix,Metal/Plastic/Fiberglass
2009,0296-0001,General Electric Company,GE Wilmington,Industrial,Chemical/Pharmaceutical manufacturing/processing,19 Wells,Well,Cape Fear River (02-3),3030007,New Hanover,205.513,2,16.1,2/1/2009,16.1,Groundwater,Chemical
2009,0066-0001,International Paper,Riegelwood Mill,Industrial,Wood/Paper products,Lower Cape Fear River,River,Cape Fear River (02-3),3030005,Columbus,11621.7,2,750.4,2/1/2009,750.4,Surface Water,Wood & Paper Products
2009,0358-0002,Invista Sarl,"Invista, Sarl",Industrial,Textile manufacturing,6 Wells,Well,Cape Fear River (02-3),3030007,New Hanover,427.926,2,37.24,2/1/2009,37.24,Groundwater,Textile Manufacturing
2009,0670-0001,Jackson Paper Manufacturing Company,Jackson Paper Manufacturing Company,Industrial,Wood/Paper products,Scotts Creek,Stream,Tuskasegee River (07-2),6010203,Jackson,29.836,2,3.672,2/1/2009,3.672,Surface Water,Wood & Paper Products
2009,0037-0001,Kapston Kraft Paper Corp.,Roanoke Rapids Mill,Industrial,Wood/Paper products,Roanoke River,River,Roanoke River (14-1),3010107,Halifax,6575.1,2,467.6,2/1/2009,467.6,Surface Water,Wood & Paper Products
2009,0060-0001,"Kordsa, Inc.","Kordsa, Inc.",Industrial,Textile manufacturing,Kordsa Well,Well,Big Shoe Heel Creek (09-2),3040204,Scotland,1.771,2,0.084,2/1/2009,0.084,Groundwater,Textile Manufacturing
2009,0001-0001,Lousiana Pacific Corporation,Lousiana Pacific Corporation,Industrial,Wood/Paper products,Yadkin River and 2 Wells,River and Well,Yadkin River (18-1),3040101,Wilkes,421.692,2,25.704,2/1/2009,25.704,Mix,Wood & Paper Products
2009,0720-0001,Nucor Corporation,Nucor Steel,Industrial,Metal/Plastic/Fiberglass manufacturing,Fire Pump and 9 Wells,Well and Pond,Chowan River (04-1),3010203,Hertford,268.767,2,17.556,2/1/2009,17.556,Surface Water,Metal/Plastic/Fiberglass
2009,0142-0001,Occidental Chemical Corp.,Castle Hayne Plant,Industrial,Chemical/Pharmaceutical manufacturing/processing,26 Wells,Well,Northeast Cape Fear River (02-5),3030007,New Hanover,31.917,2,2.296,2/1/2009,2.296,Groundwater,Chemical
2009,0230-0002,"Perdue Farms, Inc.",Cofield Facility,Industrial,Animal processing,3 Wells,Well,Chowan River (04-1),3010203,Hertford,588.97,2,45.08,2/1/2009,45.08,Groundwater,Food
2009,0230-0001,"Perdue Farms, Inc.",Lewiston,Industrial,Animal processing,8 Wells,Well,Roanoke River (14-1),3010107,Bertie,978.09,2,77.56,2/1/2009,77.56,Groundwater,Food
